"","numinves","idenpa","numentre","reg","ciudad","tamciud","comdist","age","sexo","codigo","diareal","mesreal","ini","fin","dura","totrevi","totcuot","totrech","totperd","numcasa","codsuper","supervvi","superven","codif","digit","lifesatisfaction","countryprogress","P3N","countryproblems","countryeconomicsituation","countrypast12monthseconsituation","countrynext12monthseconsituation","familynext12monthseconsituation","trustinpeople","democracypreference","democracysatisfaction","economysatisfaction","governedbyfew","trustinarmedforces","trustinpolice","trustinchurch","trustincongress","trustinnationalgovernment","trustinjudiciary","trustinpoliticalparties","trustinelectoralinst","P13ST_I","P14ST_A","trustinnatcompanies","trustintradeunions","trustintelevision","trustintlcompanies","trustinbanks","trustinradio","trustinprintedpress","trustinsocmedia","presleadershipapproval","leftrightscale","incomedistfairness","democracybest","P18STM_B","P18STM_C","P18N_D","P18N_E","P18N_F","P18N_G","P18N_H","P18ST_I","P19N","P20STM","P21ST","P22ST","P23ST_A","P23ST_B","P23ST_C","P23ST_D","P23ST_E","P23ST_F","P24ST_A","P24ST_B","P24ST_C","P24ST_D","P24ST_E","P25N_A","P25N_B","P25N_C","P26SDN_A","P26SDN_B","P26SDN_C","P26SDN_D","P26SDN_E","P26SDN_F","P27SDN","P28STIN","P29STIN_A","P29STIN_B","robotjobtake","P30INN_B","P30INN_C","P30INN_D","P30INN_E","P30INN_F","P31INN_A","P31INN_B","P31INN_C","P31INN_D","P31INN_E","P31INN_F","P31INN_1","P31INN_2","P31INN_3","P31INN_4","P31INN_5","P31INN_6","P32INN","P33N_A","P33ST_B","P33N_C","P33N_D","P34WVSNA","P34WVSNB","P35NA","P35NB","P36ST","P37CSN_A","P37CSN_B","P37STCS_C","P37WVSSTCS_D","P37STCS_E","P37CSN_F","P37WVSCS_G","P37WVSCS_H","P38CSN_A","P38CSN_B","P38CSN_C","P38CSN_D","P38CSN_E","P38CSN_F","P38CSN_G","P39N","interestinpolitics","freedompoliticalpart","P41ST_B","freedomenv","freedomprivateproperty","justfairwealthdistf","equalityofmenwomenf","chanceswuoriginf","freedomofspeech","freedomofreligion","protectionagainstcrimef","socialsecurityf","P41ST_L","freedomchancetogetjob","P42STGBS","P43STGBS_A","P43STGBS_B","talkoftenpolitics","workforcommunity","P44ST_C","P44ST_D","P45ST_A","authdemonst","nonauthdemonst","protestinsocmedia","P46N","P47ST","P48ST","publicopinionexpression","opinionplatform","P51N","P52N","P53N_A","P53N_B","P53N_C","P53N_D","protestagree","marketeconomygood","P55N","P56N_A","P56N_B","P56N_C","P56N_D","P57ST_A","P57ST_B","P57ST_C","P57ST_D","P57ST_E","P57ST_F","P57ST_G","P57ST_H","P58ST","P59ST","corruptionlast2years","P61ST","P62N_1","P62ST_2","P62ST_3","P62ST_4","P62ST_5","P62N_6","P62ST_7","P62ST_8","P62N_9","P62ST_10","P62ST_11","P62N_12","P62N_13","P62N_14","P62N_15","P62N_16","P62N_17","P63ST","religion","religiondevout","socioeconclass","S3","S4","incomeenough","S6","race","S8","S9","S10","S11","S12","S13INN_A_A","S13INN_A_B","S13INN_A_C","S13INN_A_D","S13INN_A_1","S13INN_A_2","S13INN_A_3","S14M_A","S14M_B","S14M_C","S14M_D","S14M_E","S14M_F","S14M_G","S14M_H","S14M_I","S14M_J","S15_A","S15_B","S16","S17","S18_A","S18_B","S19","S20_A","S20_B","S20_C","S20_D","S20_E","S20_F","S20_G","S20_H","S20_I","S20_J","S20_K","S21A","S21B","S22_A","S22_B","householdheademp","S24","education","REEDUC_2","REEDUC_3","reedad","perpart","fampart","wt","protest_engagement_score1","protest_attend","democracy_score","trust_score","economic_score","freedom_score","democracy_group","trust_group","economic_group","freedom_group","protest_label","socioecon_label"
"521",23,152,521,152014,152000025,8,156,18,2,3904,1,3,1205,1250,45,0,0,0,0,1,0,2,0,2,0,2,3,4,20,4,5,3,3,NA,1,2,3,1,3,2,NA,4,2,2,4,3,2,2,4,3,3,4,3,2,2,3,1,5,3,1,-5,-5,1,3,4,-5,1,-5,2,-1,2,4,1,-1,2,2,2,4,2,-1,2,1,-1,1,-1,1,2,2,2,3,4,4,1,2,-5,-5,3,2,2,2,2,1,1,1,1,0,0,1,1,2,3,6,-5,-5,3,1,3,2,2,4,1,4,1,1,1,1,4,4,3,1,4,1,1,0,0,0,1,0,1,3,3,2,1,4,2,4,4,3,2,1,3,3,3,3,2,-1,-3,4,4,4,4,1,1,2,3,1,1,1,1,3,1,1,2,1,3,2,2,3,4,1,1,1,1,0,0,0,0,1,0,0,0,4,1,2,1,96,96,96,0,0,6,4,96,96,3,96,96,8,0,96,4,6,3,14,NA,4,1,5,2,4,7,1,2,-6,12,17,1,0,0,0,1,0,-2,1,1,1,1,1,1,1,0,0,0,1,1,1,20050205,7,-3,-3,1,1,1,1,1,1,1,1,1,1,1,97,12,1,-3,1,2,4,5,4,1,4,0,0.6576308,0.0654094400548294,1,0.868811605148178,-0.145649823363366,-0.233470277876728,-0.158011716777536,"High","Medium","Medium","Medium","Yes","Lower-middle class"
"522",23,152,522,152014,152000025,8,156,34,2,3904,1,3,1307,1352,45,0,0,0,0,1,0,2,0,2,0,3,NA,2,26,3,3,3,2,2,3,4,3,1,2,2,2,4,4,2,4,1,4,1,2,4,4,2,1,NA,NA,2,2,6,4,3,1,1,2,1,2,3,1,4,1,1,1,1,2,4,2,2,2,3,2,-1,2,-1,3,2,-1,2,2,2,-1,-1,4,1,1,2,2,2,3,1,1,3,3,2,1,0,0,1,0,0,1,4,-5,-5,-5,-5,2,4,1,1,2,1,3,2,3,1,1,1,4,4,3,3,4,1,1,1,1,1,1,1,1,2,3,2,3,3,3,4,3,3,2,1,4,4,4,3,2,96,-3,4,4,4,4,3,3,3,3,-1,1,1,1,5,2,2,2,2,3,3,2,2,5,2,3,1,1,0,0,0,0,0,0,0,1,2,4,4,1,96,96,5,5,0,5,4,96,96,0,96,96,96,0,5,5,6,4,2,3,3,1,1,2,2,NA,2,2,17,17,12,1,0,0,0,1,0,-2,1,1,1,1,1,1,1,1,0,0,1,1,1,19890218,2,-3,5,1,2,1,1,1,1,1,1,1,1,1,24,15,3,-3,1,2,5,4,7,2,4,0,0.7585158,-0.632973073444187,0,-1.16389420566835,0.123768412115582,0.0593534097755819,-0.238018109390141,"Low","Medium","Medium","Medium","No","Middle class"
"523",23,152,523,152014,152000025,8,156,18,1,3904,2,3,1100,1146,46,0,0,1,0,2,0,2,0,2,0,2,2,3,20,3,4,2,2,2,1,3,3,1,3,4,4,4,3,4,4,2,2,2,3,3,3,3,3,2,3,2,1,NA,4,2,4,4,1,1,4,2,3,1,2,2,-1,5,3,4,4,2,-1,4,1,-1,2,1,-1,1,-1,1,4,2,3,3,4,4,3,2,-5,2,3,1,1,-5,-5,2,1,0,0,0,1,1,1,5,6,-5,-5,-5,3,2,2,2,-5,1,-2,-1,-1,-2,1,1,4,4,4,1,4,1,1,1,1,1,1,1,1,3,4,2,3,3,2,4,3,3,2,2,3,3,3,3,2,95,-3,3,4,4,4,2,2,3,2,-1,1,-1,NA,4,2,1,2,2,2,-5,2,-5,1,1,4,1,1,0,0,0,0,0,0,0,0,4,2,3,1,96,96,3,0,0,4,0,0,96,-1,96,96,5,0,5,-1,5,4,NA,NA,3,1,5,2,4,7,2,2,17,13,17,0,0,0,1,4,0,-2,1,0,1,1,1,1,1,0,0,0,1,1,1,20050107,7,-3,-3,1,1,1,1,1,1,1,1,1,1,2,21,13,3,-3,5,2,5,5,5,1,4,0,0.7732743,-0.194134789658901,0,0.181863845630537,-0.34598243753714,0.254158161377629,-0.205385201131938,"Medium","Low","High","Medium","No","Middle class"
"524",23,152,524,152014,152000025,8,156,57,2,3904,2,3,1207,1253,46,0,0,5,0,6,21,1,1,2,0,3,3,3,26,3,4,2,2,NA,1,3,3,1,1,2,4,4,3,3,4,1,3,1,2,4,2,3,2,1,NA,4,2,NA,4,1,4,4,1,1,4,2,1,-5,1,2,1,1,1,2,3,2,1,4,1,-1,2,1,-1,1,-1,2,3,2,4,4,4,4,3,2,2,2,4,1,3,-5,-5,2,1,1,1,1,1,1,1,2,3,4,5,6,2,2,1,1,4,3,1,-1,-1,1,2,1,4,4,4,1,4,1,1,1,1,0,1,1,1,1,3,1,2,3,4,3,2,3,1,1,4,2,2,2,2,-1,-3,3,4,4,4,2,3,3,3,-1,1,2,NA,5,2,-5,2,2,2,-5,3,2,5,1,3,1,1,0,0,0,1,0,0,0,0,4,2,3,4,96,96,1,0,0,3,4,0,96,1,3,0,6,0,5,5,4,4,1,4,4,1,2,2,4,NA,1,1,25,15,9,1,0,0,0,1,0,-2,1,0,1,1,1,0,1,0,0,0,1,1,1,19651220,3,-3,5,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,7,3,-3,3,4,0,1.1316096,-0.623964241715999,0,0.528727504734727,0.0279499700337783,-0.0769247704274764,0.230871333267193,"High","Medium","Medium","High","No","Lower-middle class"
"525",23,152,525,152014,152000025,8,156,30,1,3904,3,3,1500,1547,47,0,0,1,0,2,0,2,0,1,0,2,3,3,26,3,3,2,2,NA,3,3,3,1,1,3,4,4,4,4,4,2,4,1,3,4,3,4,3,1,NA,3,2,NA,3,2,2,-5,-5,4,3,3,3,2,1,-1,1,1,1,4,3,2,2,4,1,-2,2,1,3,2,3,1,-1,-1,-1,4,-1,-1,3,1,1,1,4,2,2,2,-5,1,1,0,0,0,1,1,1,5,6,-5,-5,-5,2,4,1,2,3,1,3,-1,-1,-1,2,2,4,4,3,1,4,-5,1,0,0,0,0,1,1,2,3,2,1,2,3,4,2,3,NA,1,4,3,2,3,1,152040,2,3,4,4,4,-5,2,NA,NA,2,1,1,1,4,3,2,1,3,3,3,NA,-5,5,1,4,1,1,0,0,0,0,0,0,0,0,4,3,4,1,-1,4,3,4,0,2,-1,0,96,3,-1,96,96,1,4,-1,4,-1,NA,NA,3,1,2,2,4,6,1,1,24,15,13,1,1,0,0,1,2,-2,1,0,1,1,1,1,1,0,0,0,1,1,1,19920821,3,-3,5,1,2,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,7,5,-3,2,2,70,0.8913784,-0.111912583556054,0,-0.476946446150714,-0.47862516165305,0.356134008048357,0.0351185633483206,"Low","Low","High","Medium","No","Middle class"
"526",23,152,526,152014,152000025,8,156,70,1,3904,3,3,1710,1756,46,0,0,1,0,2,0,2,0,2,0,3,3,3,3,3,3,2,3,2,1,3,3,1,3,2,2,3,3,3,4,2,3,1,2,3,2,3,3,2,NA,4,2,NA,4,2,3,3,-5,3,3,2,1,2,1,2,1,1,1,4,2,1,2,4,2,-1,2,2,-1,2,-1,2,-1,-1,-1,-1,-1,-1,3,2,2,2,3,2,3,3,3,2,0,1,0,0,1,1,2,5,6,-5,-5,-5,3,3,-5,2,-5,1,3,-1,-1,1,3,2,4,4,3,2,4,-5,1,0,0,0,0,1,1,2,4,2,2,3,3,4,3,3,2,1,3,3,2,2,2,-1,-3,3,4,4,4,2,2,3,3,-1,1,1,1,3,2,-5,2,2,-5,3,NA,2,1,4,2,4,-5,0,0,0,1,0,0,0,0,4,1,3,3,-1,96,3,3,1,5,4,1,1,0,96,-1,96,0,-1,3,6,4,1,4,4,1,5,3,4,7,2,1,20,13,0,0,0,0,1,4,0,-2,1,0,0,0,1,0,0,0,0,0,1,1,1,19520614,5,8,-3,1,1,1,1,1,1,1,1,1,2,2,-3,-3,-3,-3,NA,2,5,0,-3,4,4,0,0.7263232,-0.355046351394407,0,0.181863845630537,-0.0666001176903155,0.0402656042978946,0.0466773014647027,"Medium","Medium","Medium","Medium","No","Lower-middle class"
"527",23,152,527,152014,152000041,8,95,27,1,3919,27,2,1140,1228,48,0,0,0,0,1,0,2,0,1,0,2,2,3,26,3,4,2,2,2,1,3,3,1,2,2,2,3,3,3,4,2,2,1,2,3,3,3,3,2,3,3,NA,NA,3,2,3,4,3,1,3,3,2,2,2,-1,1,1,2,3,3,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,3,2,3,3,-5,3,0,0,0,0,0,1,6,-5,-5,-5,-5,-5,3,3,2,2,-5,1,3,4,2,1,1,1,4,4,4,1,4,1,1,1,1,1,1,1,1,3,2,2,3,3,3,3,3,2,3,2,4,3,3,4,2,95,-3,3,4,4,4,2,2,2,2,2,1,2,1,1,2,2,1,2,3,2,2,2,4,2,3,2,2,0,0,0,0,0,0,0,1,2,1,3,3,-1,-1,2,1,1,5,5,1,-1,1,-1,-1,-1,2,-1,-1,3,3,NA,NA,4,1,3,2,2,6,2,1,23,17,17,1,1,1,0,1,2,3,1,0,1,1,1,1,1,1,0,0,1,1,1,19960212,3,-3,8,1,2,1,1,2,1,1,1,1,2,2,-3,-3,-3,-3,NA,3,5,5,-3,2,4,0,0.7850539,0.57131373172573,1,0.181863845630537,0.0184665367868081,0.395263480926611,-0.245209697562584,"Medium","Medium","High","Medium","Yes","Lower-middle class"
"528",23,152,528,152014,152000041,8,95,44,2,3919,27,2,1410,1450,40,0,0,2,0,3,0,2,0,1,0,2,2,2,4,3,4,2,3,2,1,2,3,1,2,3,3,3,2,4,3,2,2,1,2,2,3,2,2,2,2,2,1,NA,3,1,3,2,-5,-5,2,3,3,2,1,2,1,1,3,4,3,-1,3,3,2,3,2,2,2,2,-1,2,2,2,2,2,2,2,-1,2,3,3,3,2,3,3,-5,3,0,1,0,1,0,0,2,4,-5,-5,-5,-5,3,-5,3,3,3,3,1,1,-1,1,2,2,3,3,3,2,3,2,1,1,1,1,1,1,1,2,3,2,2,2,2,3,3,3,2,2,3,2,2,2,2,-1,-3,3,3,4,4,1,2,3,2,2,1,1,2,4,2,1,2,2,3,2,2,2,4,2,2,2,2,0,0,0,1,0,0,0,1,4,2,2,1,96,3,1,1,1,6,5,96,96,1,2,96,96,1,1,96,1,4,1,3,4,2,2,2,1,5,2,1,26,14,12,1,1,1,0,1,2,3,1,0,1,0,1,0,0,0,0,0,1,1,1,19780303,2,-3,5,1,1,1,1,2,1,1,1,1,2,2,-3,-3,-3,-3,NA,2,6,4,-3,3,4,0,1.1316096,0.0983804916154371,1,0.868811605148178,0.367510724978047,0.391413738734636,0.133106761300146,"High","High","High","Medium","Yes","Lower-middle class"
"529",23,152,529,152014,152000041,8,95,69,2,3919,27,2,1500,1540,40,1,0,0,0,1,21,1,2,1,0,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,3,4,4,4,4,4,4,1,2,2,2,2,2,2,2,2,NA,1,4,2,2,2,2,2,3,2,2,2,1,1,2,3,4,4,4,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,3,-5,-5,-5,-5,-5,1,2,2,2,2,4,3,3,2,2,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,96,-3,2,2,2,2,2,2,2,2,1,2,2,1,4,3,2,4,4,4,2,2,2,3,2,2,2,2,0,0,0,1,0,0,0,1,4,4,4,9,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,4,4,2,1,14,8,6,0,0,0,1,4,0,-2,0,0,0,0,1,0,0,0,0,0,1,1,1,19531002,3,-3,8,1,1,1,1,2,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,2,2,-3,4,4,0,1.032681,0.723995454837035,1,0.472355009056229,0.0764470657798742,0.413295073117631,-0.251541025013518,"High","Medium","High","Low","Yes","Middle class"
"530",23,152,530,152014,152000041,8,95,67,2,3919,1,3,1720,1800,40,0,0,1,0,2,0,2,0,1,0,2,3,3,26,4,2,2,2,1,1,2,3,1,2,3,3,3,2,4,4,3,2,1,3,3,3,4,2,2,4,4,1,1,3,3,3,3,2,3,2,2,2,2,2,2,2,1,3,3,2,2,3,-1,3,-1,2,2,4,2,3,-1,-1,4,3,2,4,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,3,-5,-5,-5,-5,-5,2,3,2,2,3,4,1,1,3,1,2,2,3,3,3,2,3,2,0,1,0,0,0,0,0,2,2,2,1,3,3,3,4,4,4,2,4,4,4,3,2,152007,1,2,2,2,4,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,1,1,3,2,2,2,2,0,0,1,0,0,0,0,1,4,2,2,2,5,0,4,1,3,10,4,2,0,1,9,5,3,1,7,10,3,4,1,4,5,4,2,3,1,4,2,1,17,14,13,1,0,0,0,1,0,-2,1,0,1,0,1,0,0,0,0,0,1,1,1,19560103,5,2,-3,1,1,1,1,2,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,6,5,-3,4,1,20,2.7461004,1.06830712736558,1,0.175084286939799,-0.161864613008763,0.329236897290874,-0.630665960063242,"Medium","Medium","High","Low","Yes","Lower class"
"531",23,152,531,152014,152000041,8,95,22,2,3919,1,3,1510,1549,39,2,0,1,2,2,21,1,1,1,0,3,1,2,10,2,2,2,2,1,1,2,4,1,3,3,4,4,3,3,4,2,2,1,3,3,3,3,3,3,3,3,1,3,3,2,2,2,2,2,3,3,2,2,2,2,1,2,2,1,1,1,3,3,2,2,3,2,3,2,2,2,1,2,2,3,2,2,1,3,2,3,3,3,2,3,3,2,0,0,0,1,0,0,4,-5,-5,-5,-5,-5,1,2,3,3,2,4,2,2,3,1,2,2,3,3,3,2,3,2,1,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,-1,-3,3,4,4,4,3,2,3,2,2,1,1,2,1,1,2,2,3,1,3,2,2,2,2,2,2,2,0,1,1,0,0,0,0,1,4,2,3,2,2,0,0,5,6,8,4,0,0,3,0,0,0,0,0,0,0,4,NA,NA,3,1,2,3,4,4,1,1,19,14,16,1,0,0,0,1,0,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,20010113,3,-3,8,1,2,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,6,4,-3,1,4,0,1.0885952,0.392926578008209,1,0.521947946043989,-0.210315283576877,0.708350168943808,0.416528356305318,"High","Medium","High","High","Yes","Middle class"
"532",23,152,532,152014,152000041,8,95,20,2,3919,1,3,1600,1643,43,1,0,1,2,2,0,2,0,1,0,2,1,2,26,3,4,2,2,1,1,2,2,1,2,2,3,2,1,2,2,2,1,1,2,2,2,2,3,3,3,3,1,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,-2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,1,3,-5,-5,-5,-5,1,2,3,3,3,1,2,1,2,2,2,1,4,4,-5,2,2,2,1,1,0,0,0,0,0,1,2,3,3,3,3,3,2,3,3,2,4,4,4,3,2,152042,1,2,2,3,4,3,2,2,2,1,1,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,2,0,1,1,0,0,0,0,0,4,4,4,5,3,3,3,3,3,4,2,4,0,4,0,0,0,0,1,5,2,4,1,3,4,4,2,1,1,4,1,2,-6,14,15,1,0,0,0,1,0,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,20020615,7,-3,-3,1,1,1,1,1,1,1,1,1,1,1,97,15,3,-3,5,2,6,7,7,1,1,30,1.0885952,0.776899734362473,1,0.521947946043989,0.710954502771132,0.716899393384074,-0.515724438817322,"High","High","High","Low","Yes","Lower-middle class"
"533",23,152,533,152014,152000029,8,77,33,2,3954,22,2,1245,1325,40,1,0,0,1,1,0,2,0,2,0,2,2,4,35,4,5,5,4,2,2,4,4,1,4,2,3,4,4,4,3,3,4,1,NA,3,4,NA,3,3,4,1,2,5,4,3,3,3,2,2,3,3,3,3,2,2,1,1,2,-1,3,2,3,4,-1,-1,2,-1,-1,2,-1,2,1,3,4,2,4,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,3,4,5,6,2,3,2,2,2,3,1,-1,-1,2,3,2,4,3,3,2,3,3,1,1,1,1,1,1,1,3,4,4,2,4,4,4,3,4,4,2,4,4,3,3,2,95,-3,4,3,4,4,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,3,3,5,1,2,1,1,1,1,1,1,1,1,1,0,2,1,4,1,5,96,3,0,0,6,8,0,96,0,-1,0,9,0,-1,4,4,4,NA,NA,3,1,4,2,4,4,2,1,23,17,17,1,1,0,0,1,2,-2,0,0,1,0,1,1,0,0,0,0,1,1,1,19890416,1,-3,2,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,NA,2,5,5,-3,2,4,0,0.7585158,0.111995220988572,1,-0.834489059777729,-0.548417401652767,-0.884340407323964,-0.98885928231116,"Low","Low","Low","Low","Yes","Middle class"
"534",23,152,534,152014,152000029,8,77,52,2,3954,22,2,1334,1415,41,1,0,1,2,2,21,1,1,1,0,2,2,3,35,3,4,3,3,2,1,3,3,1,2,2,2,3,2,3,3,3,3,1,3,3,3,3,2,2,3,2,2,NA,3,2,3,3,3,2,3,2,2,3,1,2,1,5,2,3,2,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,1,2,3,4,5,6,2,3,2,2,3,1,3,4,3,1,3,3,3,3,2,2,2,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2,2,4,3,3,3,2,96,-3,3,3,3,3,3,1,3,2,2,1,1,2,5,2,1,2,2,2,2,2,2,5,1,1,1,1,0,1,1,0,0,0,1,1,3,2,2,2,96,96,96,5,5,6,4,96,96,96,2,96,5,2,96,5,2,-1,1,2,4,1,3,1,2,4,2,1,20,13,9,1,0,0,0,1,0,-2,1,0,0,0,1,0,1,0,0,0,1,1,1,19710226,2,-3,8,1,1,1,1,2,1,1,1,1,1,2,-3,-3,-3,-3,NA,2,5,3,-3,3,4,0,0.573609,0.159770195479196,1,0.181863845630537,0.110767908624517,0.0884874424546731,-0.0336287857800903,"Medium","Medium","Medium","Medium","Yes","Lower-middle class"
"535",23,152,535,152014,152000029,8,77,49,1,3954,22,2,1500,1537,37,2,0,7,3,8,0,2,0,2,0,2,2,3,35,3,4,2,2,2,2,4,3,1,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,2,NA,4,3,3,2,2,2,2,2,2,2,1,2,1,1,3,3,3,2,3,3,1,2,2,2,2,2,2,2,1,1,1,1,3,2,4,2,2,2,2,1,1,1,1,3,0,0,0,1,0,0,4,-5,-5,-5,-5,-5,2,4,1,1,3,1,2,1,2,1,3,3,3,3,2,2,2,3,1,1,1,1,1,1,1,3,3,1,1,1,1,4,4,3,1,1,4,3,4,1,2,96,-3,4,1,4,4,3,1,3,2,1,1,2,1,5,2,1,1,1,1,1,3,2,5,1,1,1,1,0,0,0,0,0,0,1,1,2,1,3,1,96,96,5,3,3,3,3,5,96,4,4,3,96,10,10,1,5,4,1,4,4,1,1,3,4,6,2,1,20,17,1,1,0,0,0,1,0,-2,1,0,0,0,1,0,0,0,0,0,1,1,1,19730812,1,-3,2,1,1,1,1,1,1,1,1,1,1,2,-3,-3,-3,-3,NA,3,5,1,-3,3,4,0,0.6613063,0.155235129669956,1,-0.834489059777729,-1.37483906386941,0.164833816330651,0.500178304789794,"Low","Low","Medium","High","Yes","Lower-middle class"
"536",23,152,536,152014,152000029,8,77,41,1,3954,22,2,1550,1625,35,1,0,3,3,4,0,2,0,1,0,3,3,4,5,5,5,5,2,2,1,3,3,1,2,3,1,NA,4,3,4,4,4,1,2,2,2,2,3,3,2,2,2,5,3,3,3,3,3,2,3,3,2,3,1,2,2,2,3,4,3,3,2,4,3,4,1,3,4,2,3,4,4,4,3,2,4,3,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,4,5,6,2,3,2,2,2,3,2,1,2,1,3,2,2,3,2,2,2,2,1,1,1,1,1,1,1,3,3,2,1,1,1,3,2,3,2,2,3,2,3,3,2,95,-3,3,4,4,4,2,3,3,3,1,1,2,1,5,2,2,1,2,2,2,3,2,2,1,2,2,2,1,1,1,1,1,1,1,0,2,1,2,2,96,96,96,96,4,0,4,96,96,3,96,96,96,2,96,5,5,3,2,3,5,3,3,2,4,4,2,1,14,9,9,0,0,0,1,4,0,-2,1,0,1,0,1,0,1,0,0,0,1,1,1,19810926,3,-3,8,2,1,1,1,2,1,1,1,1,1,2,-3,-3,-3,-3,NA,3,3,3,-3,3,4,0,4.3537023,-0.623964241715999,0,-0.164999813473652,0.0395807052718397,-0.529053282600163,0.49461405757481,"Low","Medium","Low","High","No","Lower class"
"537",23,152,537,152014,152000029,8,77,56,2,3954,22,2,1639,1713,34,0,0,3,0,4,21,1,1,2,0,1,1,2,30,3,2,1,3,2,1,2,2,2,4,3,1,3,3,4,4,1,1,1,3,3,3,3,2,3,3,2,1,0,3,2,2,2,2,1,1,2,3,2,2,2,2,5,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,3,1,2,1,2,4,3,2,2,2,2,3,2,2,3,2,2,3,3,2,1,1,1,1,1,1,1,2,3,4,5,6,2,3,2,2,2,2,4,3,1,1,2,2,3,3,3,2,3,1,1,1,1,1,1,1,1,2,3,2,1,2,2,3,4,4,4,1,3,3,3,3,1,152003,1,4,3,2,4,2,1,1,3,1,1,2,2,5,3,2,1,1,1,1,2,2,5,2,2,2,1,0,0,0,0,0,1,0,1,4,2,3,6,96,96,96,96,5,10,10,6,96,96,96,96,96,1,96,5,5,3,1,2,5,1,5,1,1,4,2,2,16,9,9,0,0,0,1,4,0,-2,1,0,0,0,1,0,1,0,0,0,1,1,1,19660320,6,-3,-3,1,1,1,1,1,1,1,1,1,1,1,18,13,1,-3,2,2,3,3,5,3,1,30,5.1261915,0.193129197206385,1,-0.178976200183183,-0.0429280337697628,1.04785231778248,-0.343171340509177,"Low","Medium","High","Low","Yes","Lower class"
"538",23,152,538,152014,152000029,8,77,52,2,3954,23,2,929,1010,41,1,0,1,0,2,0,2,0,2,0,3,2,3,36,3,4,3,3,2,2,NA,3,1,3,3,3,3,3,3,3,3,4,1,2,2,2,2,3,2,3,4,2,NA,NA,2,2,4,3,2,3,3,3,2,1,2,2,1,-1,-1,-1,-1,-1,-1,3,-1,3,3,3,3,-1,3,3,3,4,3,3,3,4,2,3,-5,-5,2,2,2,2,1,1,1,1,1,1,1,1,2,3,4,5,6,2,2,3,2,-5,4,2,3,1,1,3,3,3,3,2,3,3,2,1,1,1,0,0,1,1,3,3,1,2,3,3,4,2,1,1,1,3,3,2,3,2,96,-3,3,3,3,3,3,3,3,3,1,1,1,1,5,2,1,1,1,1,2,3,2,1,-5,-5,-5,-5,0,1,1,1,0,1,1,0,2,3,3,5,96,96,96,96,4,1,96,96,96,1,96,96,96,1,96,4,96,-1,NA,NA,3,1,2,2,2,3,2,2,8,3,13,0,0,0,0,-2,0,-2,0,0,0,0,1,0,0,0,0,0,1,1,1,19710223,1,-3,2,1,2,2,1,2,1,1,1,1,2,2,18,0,1,-3,2,3,2,5,0,3,4,0,5.1261915,-0.476023662254974,0,-0.129244729629829,-0.054528639025073,-0.15083275601053,0.430085768149712,"Medium","Medium","Medium","High","No","Middle class"
